NM_MUNICIPIO,NM_VOTAVEL,SG_PARTIDO,QT_VOTOS,PERCENTAGE
ITAPETININGA,JEFERSON BRUN,REPUBLICANOS,50589,0.6446429481624956
ITAPETININGA,MILTON JUNIOR DA RÁDIO,PL,20944,0.266884142922677
ITAPETININGA,PAULA GRANATO,PV,5734,0.07306692491972068
ITAPETININGA,OSMAR THIBES,PSDB,1209,0.015405983995106785
TORRE DE PEDRA,CIRO PEDROSO,REPUBLICANOS,1471,0.6941953751769703
TORRE DE PEDRA,PROFETA GOMES,PP,618,0.291647003303445
TORRE DE PEDRA,MARCOS LOURENÇO,PDT,30,0.014157621519584709
SÃO JOÃO DA BOA VISTA,VANDERLEI,PSD,19429,0.417756084974628
SÃO JOÃO DA BOA VISTA,DU PIRAJÁ,NOVO,14260,0.30661391588543907
SÃO JOÃO DA BOA VISTA,DR ADEMIR,PDT,7323,0.15745678162896706
SÃO JOÃO DA BOA VISTA,TERESINHA,PL,5496,0.11817321751096585
ITU,HERCULANO ,REPUBLICANOS,28189,0.33666145155318816
ITU,RODRIGO MORAES,PL,25897,0.30928807729514757
ITU,MATHEUS COSTA,PSD,15785,0.18852038074309396
ITU,GILMAR PEREIRA,PP,11531,0.13771482485578818
ITU,PROFESSOR ANDERSON,PT,2329,0.027815265552782124
VALINHOS,FRANKLIN,PL,29320,0.45905746046657275
VALINHOS,CAPITÃ LUCIMARA,PSD,16415,0.25700641928918116
VALINHOS,ALEXANDRE TONETTI,UNIÃO,14721,0.23048379520901832
VALINHOS,LÉO PINHO,PT,2247,0.03518083607327384
VALINHOS,LINEU BUENO,NOVO,1167,0.01827148896195397
SÃO JOSÉ DOS CAMPOS,ANDERSON,PSD,145061,0.3965571444583257
SÃO JOSÉ DOS CAMPOS,EDUARDO CURY,PL,94947,0.259559159214983
SÃO JOSÉ DOS CAMPOS,DR ELTON,UNIÃO,72745,0.1988649566294242
SÃO JOSÉ DOS CAMPOS,WAGNER BALIEIRO,PT,42679,0.11667272642775717
SÃO JOSÉ DOS CAMPOS,PROF WILSON CABRAL,PDT,8710,0.023810760495460645
SÃO JOSÉ DOS CAMPOS,TONINHO FERREIRA,PSTU,1659,0.004535252774049278
LUIZIÂNIA,RAFAEL DO TIJOLÃO,UNIÃO,1860,0.6019417475728155
LUIZIÂNIA,DANIELLI BERTAGLIA,MDB,1175,0.3802588996763754
LUIZIÂNIA,NIVALDO FERRES,PT,55,0.01779935275080906
PIRAPOZINHO,LUCAS PADOVAN SANTOS PAVANI,PSD,12507,0.8549456558889876
PIRAPOZINHO,CARLÃO,PSB,2122,0.14505434411101237
BARRINHA,LÚCIA DO KATIÁ,PSB,6897,0.3667056571671629
BARRINHA,PROFESSORA MILA,PP,5253,0.2792960442364951
BARRINHA,MARQUIN,PSD,4677,0.24867077839217355
BARRINHA,PATRICIA BINHARDI,MDB,1981,0.10532752020416844
ITUPEVA,ROGÉRIO CAVALIN,MDB,16633,0.5089345817269445
ITUPEVA,OCIMAR POLLI,PL,13785,0.42179181200660915
ITUPEVA,RENATO DE ANDRADE,PSB,2064,0.06315402974114191
ITUPEVA,CAETANO,PT,200,0.006119576525304449
CATANDUVA,PADRE OSVALDO,PL,30281,0.5102364062210389
CATANDUVA,BETH SAHÃO,PT,20160,0.33969703607596
CATANDUVA,RICARDO REBELATO,PSD,7343,0.1237299273762785
CATANDUVA,DR. NILTON,SOLIDARIEDADE,869,0.014642694660218714
CATANDUVA,LUCIANO BUGATTI,UNIÃO,694,0.011693935666503784
RUBINÉIA,ALEX OLIVO,PL,1909,0.595074812967581
RUBINÉIA,PROFESSOR LUGATO,PSD,1299,0.404925187032419
IBITINGA,FLORISVALDO,PSD,10148,0.3539835356495047
IBITINGA,FEITOSA,MDB,8027,0.2799986047160597
IBITINGA,FRAUZO SANCHES,REPUBLICANOS,2822,0.09843728198688433
IBITINGA,DR FERNANDO INÁCIO,PODE,2395,0.08354262592437561
IBITINGA,DANIELA DA RÁDIO,UNIÃO,2160,0.07534533277521975
IBITINGA,MARQUINHO FONSECA,PP,1737,0.06059020510673922
IBITINGA,PROFESSOR ZÉ GERALDO,PT,1379,0.04810241384121669
TATUÍ,PROFESSOR MIGUEL,PSD,24554,0.4185531160507296
TATUÍ,ALESSANDRA GONZAGA,PP,24106,0.4109164052911496
TATUÍ,EDUARDO SALLUM,PT,9348,0.15934815218873585
TATUÍ,ROGÉRIO MILAGRE,MOBILIZA,656,0.011182326469384971
DUARTINA,SUZY SIMAO,PSDB,3002,0.4192737430167598
DUARTINA,LUIZ HENRIQUE,PODE,2152,0.3005586592178771
DUARTINA,ANINHA BERTOLO,PSD,1791,0.25013966480446925
DUARTINA,ZECA HENRIQUE,MDB,215,0.030027932960893854
LAGOINHA,ZECA,PL,1688,0.3785602152949092
LAGOINHA,GELÃO,PSDB,1187,0.2662031845705315
LAGOINHA,ZIZO,PSD,999,0.22404126485759138
LAGOINHA,RELSON COELHO,MDB,585,0.13119533527696792
SÃO JOSÉ DO RIO PRETO,CORONEL FABIO CANDIDO,PL,88852,0.40458442806209105
SÃO JOSÉ DO RIO PRETO,ITAMAR,MDB,56401,0.2568199514600684
SÃO JOSÉ DO RIO PRETO,VALDOMIRO LOPES,PSB,48012,0.21862093774047983
SÃO JOSÉ DO RIO PRETO,MARCO RILLO,PT,25156,0.1145469530492275
SÃO JOSÉ DO RIO PRETO,MARCELO ZOLA,DC,792,0.003606343886746231
SÃO JOSÉ DO RIO PRETO,BRUNO MENENDEZ,PCO,400,0.0018213858013869852
AMPARO,CARLOS ALBERTO,MDB,15345,0.4064147045580952
AMPARO,PAULO ROSSI,PL,12704,0.3364674100166857
AMPARO,SILVINHA FORATO,PT,6103,0.16163890139576767
AMPARO,JACOB,REPUBLICANOS,2897,0.07672749423947878
AMPARO,MARIO AULER,PODE,708,0.01875148978997272
PIRAJU,CARLINHOS PNEUS,PL,6023,0.4041196994095545
PIRAJU,FABIANO AMORIM,SOLIDARIEDADE,4478,0.3004562533548041
PIRAJU,PAULO SARA,REPUBLICANOS,2858,0.19176060118089103
PIRAJU,ELZA SCOTTI,MDB,852,0.0571658615136876
PIRAJU,BRUNO BELLUCCI,PSOL,693,0.0464975845410628
PAULÍNIA,DANILO BARROS,PL,32346,0.4981672570460496
PAULÍNIA,EDSON MOURA,AVANTE,20053,0.3088402895425843
PAULÍNIA,DIRCEU DALBEN,CIDADANIA,3657,0.05632219313106422
PAULÍNIA,ROBERT PAIVA,UNIÃO,2949,0.04541814261512398
PAULÍNIA,TUTA BOSCO,SOLIDARIEDADE,1885,0.029031264438626213
PAULÍNIA,DR LAFAIETE DO PT,PT,1586,0.02442630525180964
PAULÍNIA,PRISCILLA BITTAR,PSB,1038,0.015986446942861544
PAULÍNIA,BONOMI,NOVO,1022,0.01574002772216233
PAULÍNIA,DR MARQUINHOS,PMB,394,0.006068073309718158
ITÁPOLIS,MI REGGIANI,PL,12622,0.613612056392805
ITÁPOLIS,RODRIGO NOVELLI,REPUBLICANOS,6665,0.3240155566358775
ITÁPOLIS,JULIANE GRECCO,MDB,868,0.04219737481769567
ITÁPOLIS,FERNANDA ORTEGA,PSOL,415,0.020175012153621778
SUD MENNUCCI,LIÓ NETO,REPUBLICANOS,2745,0.5464861636472228
SUD MENNUCCI,JULIAO,PSD,2278,0.4535138363527772
TAQUARITINGA,DR FULVIO,MDB,6690,0.2541407080990731
TAQUARITINGA,ARISTEU SILVA,NOVO,5912,0.22458592919009268
TAQUARITINGA,BOMBEIRO LUCIANO AZEVEDO,PSD,3811,0.14477283087676646
TAQUARITINGA,DR MICHELONI,UNIÃO,3388,0.12870384440054702
TAQUARITINGA,RENATO SCARDOELLI,PT,3365,0.12783011700349492
TAQUARITINGA,RODRIGO DE PIETRO,PL,2539,0.09645190700501444
TAQUARITINGA,CAIO FORCEL,SOLIDARIEDADE,619,0.023514663425011396
SANTA ALBERTINA,JUNINHO FORMIGONI,REPUBLICANOS,3637,1.0
PORTO FERREIRA,ANDRE BRAGA,PL,11181,0.398197941522134
PORTO FERREIRA,MARCOS MAQUININHA,PSD,7999,0.28487481747925497
PORTO FERREIRA,VIVIANE SANTANA,MDB,6920,0.24644752305993803
PORTO FERREIRA,DR PEDRO MELO,REPUBLICANOS,1979,0.07047971793867303
MAIRINQUE,EDUARDO THOMAZ,PL,14861,0.5457783980315105
MAIRINQUE,KELLY VENERI,PSB,9736,0.357559954460318
MAIRINQUE,TONINHO GEMENTE,REPUBLICANOS,2508,0.0921076793124977
MAIRINQUE,MONTEIRO,PSOL,124,0.00455396819567373
APARECIDA,ZÉ LOUQUINHO,PL,7148,0.342747542555742
APARECIDA,PIRIQUITO,PODE,6482,0.3108127547350755
APARECIDA,XANDE RANGEL,PSD,4316,0.2069527691201151
APARECIDA,JOÃO VICENTE,REPUBLICANOS,2909,0.13948693358906736
PENÁPOLIS,CAIQUE ROSSI,PSD,15399,0.4887795588001905
PENÁPOLIS,BENONINHO,PL,14660,0.46532296460879224
PENÁPOLIS,ROBERTO TORSIANO,PSB,1387,0.04402475797492462
PENÁPOLIS,CARLOS PIZANI BAIANO,AGIR,59,0.0018727186160926838
MIRACATU,VINICIUS DO IRAQUE,PL,9002,0.8018884731872439
MIRACATU,EZIGOMAR,PSB,1739,0.1549082487083556
MIRACATU,CAIO DO ROMILSON,PT,398,0.03545341172278639
MIRACATU,BEN HUR DUTRA,PSOL,87,0.00774986638161411
ANALÂNDIA,SILVANA PERIN,SOLIDARIEDADE,1923,0.5341666666666667
ANALÂNDIA,LEANDRO SANTARPIO,MDB,1601,0.44472222222222224
ANALÂNDIA,ODAIR MISTRO,PDT,76,0.021111111111111112
JOSÉ BONIFÁCIO,DR MARCELO CATARUCI,PSD,8600,0.4373251970505975
JOSÉ BONIFÁCIO,CASSIO GALLO,MDB,6464,0.3287058225273328
JOSÉ BONIFÁCIO,JOZI GAÚCHA,PDT,3300,0.16781083142639205
JOSÉ BONIFÁCIO,DR. FELIPE CARUSI,PP,1301,0.0661581489956776
FERNANDÓPOLIS,JOÃO PAULO CANTARELLA,PL,16881,0.48807355364732413
FERNANDÓPOLIS,RODRIGO ORTUNHO,REPUBLICANOS,8541,0.2469424928441322
FERNANDÓPOLIS,AVENOR BIM,PSD,4357,0.1259721860814757
FERNANDÓPOLIS,MURILO JACOB,NOVO,2485,0.07184780408824125
FERNANDÓPOLIS,JOÃO GARCIA FILHO,MOBILIZA,1230,0.03556249457888802
FERNANDÓPOLIS,ADILSON CAMPOS,PT,1093,0.0316014687599387
AGUAÍ,PROFESSOR GILBERTO,PSDB,8797,0.5476902004731665
AGUAÍ,SERGINHO MARTUCCI,PP,4254,0.2648487112439298
AGUAÍ,SARGENTO ADILSON,PL,2517,0.15670526709002616
AGUAÍ,DRA LUCIA HELENA,PT,494,0.0307558211928776
BANANAL,DR WILLIAM,REPUBLICANOS,4416,0.6863537457258315
BANANAL,SARAH BRUNO,PP,1220,0.1896176562014299
BANANAL,GUINHO MORAIS ,PSB,387,0.060149207336027355
BANANAL,VITINHO,PSD,363,0.05641902393534349
BANANAL,RANCHÃO,PDT,48,0.007460366801367734
JANDIRA,DOUTOR SATO,PSD,26574,0.5234605838553362
JANDIRA,PAULO BARUFI,UNIÃO,11123,0.2191033368790135
JANDIRA,VEINHO,PL,8240,0.16231335933498797
JANDIRA,PAULINHO BURURU,PT,4829,0.09512271993066225
LARANJAL PAULISTA,VALDECIR,REPUBLICANOS,5722,0.39631527912453246
LARANJAL PAULISTA,IVETE MIGLIANI,PL,4791,0.33183266380385096
LARANJAL PAULISTA,DJALMA,PSD,3925,0.2718520570716166
BEBEDOURO,LUCAS SEREN,PL,21894,0.5769778105729194
BEBEDOURO,DR FERNANDO PIFFER,PSD,11584,0.30527591841037266
BEBEDOURO,CHANEL,REPUBLICANOS,3101,0.08172139355926844
BEBEDOURO,ENG. NASSER,PDT,1367,0.03602487745743952
CANANÉIA,ANDRE SANCHES,UNIÃO,2528,0.32158758427680956
CANANÉIA,ORLANDO DA FARMÁCIA,PL,2437,0.31001144892507315
CANANÉIA,GABRIEL GUIMARÃES ,PSD,1804,0.22948734257728023
CANANÉIA,LUIZ CORDEIRO,PSB,1074,0.13662383920620785
CANANÉIA,ROBSON LEONEL,PRD,18,0.002289785014629182
SERTÃOZINHO,ZEZINHO GIMENEZ,MDB,57354,0.8569891669779603
SERTÃOZINHO,DR WILSINHO,PSD,5338,0.07976092641016062
SERTÃOZINHO,TIÃO MACEDO,PT,1787,0.02670153156518491
SERTÃOZINHO,SORAIA STELLA,PL,1696,0.025341800522973478
SERTÃOZINHO,TRIGO,PSDB,489,0.00730668658946582
SERTÃOZINHO,EDERLI BATISTA,REDE,261,0.003899887934254763
CRUZEIRO,KLEBER SILVEIRA,PL,16796,0.42046763130225806
CRUZEIRO,DIEGO MIRANDA,NOVO,14538,0.36394132078305713
CRUZEIRO,FAFA,PDT,8273,0.20710459119811747
CRUZEIRO,PASTOR GERSON,DC,339,0.008486456716567366
PAULICÉIA,SIMONATO,PSD,3712,0.767100640628229
PAULICÉIA,ERMES,UNIÃO,1127,0.23289935937177103
SÃO JOAQUIM DA BARRA,SCHMIDT,MDB,15191,0.5985185768882235
SÃO JOAQUIM DA BARRA,DR MARCELO MIAN,PSD,8457,0.33320200149718293
SÃO JOAQUIM DA BARRA,MARCIANA DO HILÁRIO,PODE,1733,0.06827942161459359
PARANAPANEMA,RODOLFO FANGANIELLO,PSD,6710,0.6414300736067298
PARANAPANEMA,MARIA ELISA VAN MELIS,PODE,3088,0.2951916642768378
PARANAPANEMA,EVANDRO ÁVILA,DC,663,0.06337826211643247
BERNARDINO DE CAMPOS,WILSON GARCIA,PSD,3225,0.5417436586594994
BERNARDINO DE CAMPOS,MURILO BELLEZA,PP,2337,0.39257517218209304
BERNARDINO DE CAMPOS,MARCOS DONIZETE BOI,PT,391,0.06568116915840752
JARINU,DÉBORA PRADO,PSD,11157,0.5804890738813736
JARINU,TOM LORENCINI,PSB,4515,0.23491155046826223
JARINU,DR WAGNER TEGON,PL,3285,0.17091571279916754
JARINU,THANIA ABRANTES,PODE,263,0.01368366285119667
JOÃO RAMALHO,DIRCE VALEJO,PSDB,1872,0.6421955403087478
JOÃO RAMALHO,ADELMINHO,REPUBLICANOS,1043,0.35780445969125213
URUPÊS,DR BETO CACCIARI,PL,4993,0.6293168641290647
URUPÊS,PROFESSORA MARIA LUIZA,PSD,2780,0.3503907234686161
URUPÊS,MARCIO DO SAFU,SOLIDARIEDADE,161,0.020292412402319132
CAIABU,SUELEN MATIVE,REPUBLICANOS,2226,0.7336849044166117
CAIABU,DÁRIO,PSD,808,0.2663150955833883
IEPÊ,MARTA ENFERMEIRA,UNIÃO,2708,0.5595041322314049
IEPÊ,IRAPUAN SIQUEIRA,PSD,2132,0.44049586776859506
TAUBATÉ,ORTIZ JUNIOR,REPUBLICANOS,57565,0.3620485792274117
TAUBATÉ,SERGIO VICTOR,NOVO,37399,0.2352167951798136
TAUBATÉ,MARCIA DO PL,PL,34277,0.2155813280670197
TAUBATÉ,LORENY,SOLIDARIEDADE,24133,0.15178178341865936
TAUBATÉ,CORONEL PAULO RIBEIRO,PT,3210,0.020188933194128227
TAUBATÉ,JOSÉ SAUD,PP,2414,0.015182580912967458
SOROCABA,RODRIGO MANGA,REPUBLICANOS,263063,0.7374722813273564
SOROCABA,DANILO BALAS,PL,48445,0.13581098318236995
SOROCABA,PAULINHO DO TRANSPORTE,PT,44447,0.12460296768514391
SOROCABA,CALEBE HENRIQUE,PCO,754,0.0021137678051296716
UBATUBA,FLAVIA PASCOAL,PL,14560,0.2787136294027565
UBATUBA,PROFESSOR ARNALDO,PSB,14128,0.2704441041347626
UBATUBA,SATO,PSD,13647,0.2612366003062787
UBATUBA,PADRE MARCELO,NOVO,4377,0.08378637059724349
UBATUBA,MARCINHO,MDB,1641,0.03141271056661562
UBATUBA,MAJOR FRANCO,PSDB,1013,0.019391271056661562
UBATUBA,GERSON FLORINDO,PT,961,0.018395865237366003
UBATUBA,VINICIUS VASCONCELLOS,PRTB,838,0.01604134762633997
UBATUBA,EDNELSON PRADO,AGIR,429,0.008212098009188361
UBATUBA,CRISTINA PROCHASKA,PSOL,402,0.007695252679938744
UBATUBA,GILSON ROCHA,SOLIDARIEDADE,244,0.004670750382848392
PRESIDENTE VENCESLAU,BÁRBARA VILCHES,PP,13585,0.7095847479759728
PRESIDENTE VENCESLAU,MAJOR FERRAZ,REPUBLICANOS,3577,0.18683729433272395
PRESIDENTE VENCESLAU,RAPHAEL DO FÓRUM,NOVO,904,0.047218594933402976
PRESIDENTE VENCESLAU,MALACRIDA,PDT,882,0.04606946983546618
PRESIDENTE VENCESLAU,LOURIVAL NIEDDU,MOBILIZA,124,0.006476886915643771
PRESIDENTE VENCESLAU,JOÃO PEDRO DA PAZ,REDE,73,0.0038130060067902848
MONTE MOR,MURILO RINALDO,PP,14970,0.4638839825230083
MONTE MOR,EDIVALDO BRISCHI,PSD,9057,0.28065445756251745
MONTE MOR,THIAGO ASSIS,PSB,8244,0.2554615599144743
VIRADOURO,NILTINHO,PSD,6483,0.6227067524733455
VIRADOURO,JULIMAR,MDB,3928,0.3772932475266545
SETE BARRAS,ITALO COSTA,PL,3987,0.5221320062860136
SETE BARRAS,KIYOHARU,PSD,3649,0.47786799371398636
MARACAÍ,PAULINHO DA SAÚDE,MDB,7080,0.8363851151801536
MARACAÍ,VERMELHO,PP,1385,0.16361488481984643
LEME,CLAUDEMIR BORGES,PSD,29700,0.6420788654444829
LEME,DR CARLOS ALEXANDRE,UNIÃO,16556,0.3579211345555171
HOLAMBRA,FERNANDO CAPATO,PSD,7432,1.0
SÃO JOSÉ DO RIO PARDO,MARCIO ZANETTI,MDB,14243,0.5300707108299219
SÃO JOSÉ DO RIO PARDO,JOÃO LUIS CUNHA,PSD,8313,0.30937848902121323
SÃO JOSÉ DO RIO PARDO,MATHEUS MAFEPI,PL,4314,0.16055080014886491
DUMONT,TÊ,PP,3535,0.6158536585365854
DUMONT,ENFERMEIRO ALEX,REPUBLICANOS,1711,0.2980836236933798
DUMONT,VALTÃO,PODE,494,0.08606271777003484
PEREIRA BARRETO,DR HERMÍNIO,PSB,5562,0.41136010650099847
PEREIRA BARRETO,JUNIOR SUMAN,PL,5400,0.39937874417572666
PEREIRA BARRETO,FRANCINE,PT,994,0.07351527253901338
PEREIRA BARRETO,VALTINHO,PODE,953,0.07048295244434583
PEREIRA BARRETO,CAP ZÉ ANTONIO,DC,240,0.01775016640781007
PEREIRA BARRETO,CRISTIANO DO PINATO,PP,195,0.014422010206345684
PEREIRA BARRETO,ATAIDE,MOBILIZA,177,0.01309074772575993
SABINO,FERNANDO,PSD,2660,0.8322903629536921
SABINO,CARLITINHO,PT,536,0.1677096370463079
TARUMÃ,ADRIANA RONCADA,PSD,4632,0.49806451612903224
TARUMÃ,FERNANDES BARATELA,REPUBLICANOS,4604,0.4950537634408602
TARUMÃ,SILVIO DO BOLÃO,PDT,45,0.004838709677419355
TARUMÃ,ENGENHEIRO CICERO,PT,19,0.0020430107526881723
SANTO ANTÔNIO DE POSSE,RICARDO CORTEZ,MDB,7166,0.556928576979871
SANTO ANTÔNIO DE POSSE,JOÃO LEANDRO LOLLI,PSD,4572,0.35532758218698995
SANTO ANTÔNIO DE POSSE,HIROSHI ONODA,PL,1129,0.08774384083313903
SANTA CRUZ DA CONCEIÇÃO,DU ARANHA,PSD,2329,0.723067370381869
SANTA CRUZ DA CONCEIÇÃO,FRANCISCO PIAI,PL,892,0.27693262961813103
ZACARIAS,HEDER PATURI,PSD,1626,0.7197875166002656
ZACARIAS,ANTONIO TERRA,PRD,633,0.28021248339973437
TANABI,XANDÃO,PSB,12930,0.8528461183299255
TANABI,VALDIR UCHÔA,PL,1956,0.1290152364619748
TANABI,DR VANDERLEI,AVANTE,275,0.01813864520809973
ÓLEO,JORDÃO,PSD,1088,0.5330720235178834
ÓLEO,ALEX ZORZATO,MDB,953,0.4669279764821166
HERCULÂNDIA,PAULINHO,PP,3043,0.5578368469294226
HERCULÂNDIA,PIPA,PL,1955,0.35838680109990834
HERCULÂNDIA,RICHARD ITAPUÃ,PSD,457,0.08377635197066911
AREALVA,PAULINHO DA NINA,PODE,2621,0.5361014522397218
AREALVA,CARLOS DE ANTONIO,PL,1230,0.2515851912456535
AREALVA,JOÃO NICOLAU,PP,933,0.19083657189609327
AREALVA,PAULO TATU,PSD,105,0.0214767846185314
NOVA INDEPENDÊNCIA,FERNANDINHO SANTANA,PP,1579,0.5296880241529688
NOVA INDEPENDÊNCIA,ANTONIO FERNANDES,MDB,1402,0.4703119758470312
PIRASSUNUNGA,FERNANDO LUBRECHET,NOVO,12499,0.3379660925289998
PIRASSUNUNGA,ADEMIR LINDO,PSD,11832,0.3199307790065706
PIRASSUNUNGA,CRISTINA DO LÉSSIO,REPUBLICANOS,5172,0.139848038287862
PIRASSUNUNGA,TIAGO VARISI,PSB,3594,0.09717978530676256
PIRASSUNUNGA,VITOR,PL,2951,0.07979341859773409
PIRASSUNUNGA,DR MANTOVANI,UNIÃO,848,0.022929454073493227
PIRASSUNUNGA,NILSON FERRARESI,AGIR,87,0.002352432198577725
ORLÂNDIA,GABRIEL THOR,PSD,14696,0.705216181198714
ORLÂNDIA,GUSTAVO ZORDAN,MDB,4956,0.2378233120591199
ORLÂNDIA,FLÁVIA,UNIÃO,981,0.04707519554681127
ORLÂNDIA,WEBER,PT,206,0.009885311195354863
NOVO HORIZONTE,FABIANO BELENTANI,PL,14270,0.699955854220827
NOVO HORIZONTE,TOYOTA,REPUBLICANOS,5640,0.27664688281748173
NOVO HORIZONTE,THUANI VETERINÁRIA,PT,477,0.023397262961691274
BROTAS,LECA BERTO,PODE,6363,0.5356962451591177
BROTAS,CLAUDIO DA FARMÁCIA,PSD,5203,0.43803670651624854
BROTAS,JUNINHO,MDB,312,0.026267048324633776
ITABERÁ,RONALDO GL,PSDB,6662,0.6329691211401425
ITABERÁ,ITAMAR DO MERCADO,PSD,3863,0.36703087885985747
ITAPEVA,CORONEL DUCH,MDB,19956,0.4117695609111918
ITAPEVA,JE,PL,16281,0.33594007923407065
ITAPEVA,VANESSA GUARI,REPUBLICANOS,9133,0.18844915813799934
ITAPEVA,LUCINHA SCHREINER AÇÃO SOCIAL,UNIÃO,3094,0.0638412017167382
IBIÚNA,MARIO PIRES,REPUBLICANOS,21661,0.49003461303531437
IBIÚNA,PAULINHO SASAKI,PL,14631,0.3309956337805126
IBIÚNA,RENAN GODINHO,PODE,4730,0.10700631178879262
IBIÚNA,TENENTE ADILSON RIBEIRO,UNIÃO,2126,0.04809628305771101
IBIÚNA,ALLE ZANATTA,PT,1055,0.02386715833766939
SANTO ANTÔNIO DO JARDIM,NEGUINHO,PODE,3528,0.8657668711656442
SANTO ANTÔNIO DO JARDIM,MAURICIO DA MEGA,REPUBLICANOS,547,0.13423312883435584
RIBEIRA,ARI DA CESP,PSD,1144,0.4500393391030684
RIBEIRA,CLEITÃO,PP,729,0.2867820613690008
RIBEIRA,MARCIO DO ORIDES,PT,669,0.26317859952793077
TAGUAÍ,EDINHO FUNDÃO,PSD,4617,0.6627906976744186
TAGUAÍ,FLAVIO TIQUINHO,AVANTE,2349,0.3372093023255814
PIRAJUÍ,ROSA,PL,4649,0.41350173441252336
PIRAJUÍ,LECO ENGENHEIRO,UNIÃO,4418,0.3929556168282487
PIRAJUÍ,JULIANA NAGANO,PP,1280,0.11384861691719292
PIRAJUÍ,CABO GOES,PSD,539,0.047940941029974204
PIRAJUÍ,MARQUINHO OLIVEIRA,PSB,357,0.03175309081206084
TAIAÇU,SUELI,MDB,2522,0.6687881198621055
TAIAÇU,ARIELLA BRAGA,PSD,1249,0.33121188013789443
LUÍS ANTÔNIO,RODRIGÃO,PP,3841,0.4832662304982385
LUÍS ANTÔNIO,PERÓ,AVANTE,3145,0.39569703069954704
LUÍS ANTÔNIO,MARIA EMILIA ROSATTI,PSD,962,0.1210367388022144
PATROCÍNIO PAULISTA,MÁRIO MARCELO,PSD,3202,0.403528670447385
PATROCÍNIO PAULISTA,HENRIQUE LOPES,MDB,2156,0.27170762444864527
PATROCÍNIO PAULISTA,VAGUINHO,PL,1602,0.20189035916824197
PATROCÍNIO PAULISTA,NÉRIA BUZATTO,UNIÃO,520,0.06553245116572148
PATROCÍNIO PAULISTA,NETO,PSB,455,0.0573408947700063
CARDOSO,LUÍS PAULO BEDNARSKI,MOBILIZA,3899,0.5445530726256983
CARDOSO,LUIZ GUSTAVO,PSD,1827,0.25516759776536313
CARDOSO,FABRÍCIO ENFERMEIRO,PODE,759,0.10600558659217878
CARDOSO,RÉBI,DC,325,0.04539106145251397
CARDOSO,CELSO FERRACINI,SOLIDARIEDADE,264,0.03687150837988827
CARDOSO,PROFESSORA RUTY,PT,86,0.012011173184357541
UBARANA,DELEI,PSD,1800,0.4692387904066736
UBARANA,JOAO DA FARMACIA,UNIÃO,1290,0.3362877997914494
UBARANA,CASSIO MARTINS,PL,746,0.19447340980187697
SERRA AZUL,DÉBORA RIBEIRO,MDB,2823,0.4754125968339508
SERRA AZUL,JUNINHO GIOLO,PSD,2283,0.38447288649376893
SERRA AZUL,KEKÃO,PSB,832,0.14011451667228023
CAMPINAS,DÁRIO SAADI,REPUBLICANOS,355800,0.6677088279064006
CAMPINAS,PEDRO TOURINHO,PT,123500,0.2317651496527276
CAMPINAS,RAFA ZIMBALDI,CIDADANIA,42557,0.07986420626535327
CAMPINAS,WILSON MATOS,NOVO,10013,0.01879080521030576
CAMPINAS,ANGELINA DIAS,PCO,997,0.001871010965212708
SÃO BERNARDO DO CAMPO,MARCELO LIMA,PODE,119593,0.28638650552092587
SÃO BERNARDO DO CAMPO,ALEX MANENTE,CIDADANIA,110791,0.2653085659960775
SÃO BERNARDO DO CAMPO,LUIZ FERNANDO,PT,96426,0.23090904301556778
SÃO BERNARDO DO CAMPO,FLÁVIA MORANDO,UNIÃO,89276,0.21378710850038196
SÃO BERNARDO DO CAMPO,CLAUDIO DONIZETE,PSTU,1507,0.0036087769670468616
GUARAÇAÍ,AIRTON GOMES,PSD,3635,0.7373225152129818
GUARAÇAÍ,MARCÃO,REPUBLICANOS,1295,0.26267748478701824
PIRACICABA,BARJAS NEGRI,PSDB,73075,0.3578231425759349
PIRACICABA,HELINHO ZANATTA,PSD,54298,0.2658786314825606
PIRACICABA,ALEX MADUREIRA,PL,48338,0.23669456128409908
PIRACICABA,PROFESSORA BEBEL,PT,12979,0.06355369917883077
PIRACICABA,PAULO CAMPOS,PODE,9038,0.044255977592901806
PIRACICABA,LUCIANO ALMEIDA,PP,5017,0.02456652352108745
PIRACICABA,EDVALDO BRITO,AVANTE,875,0.004284574064371441
PIRACICABA,VINICIUS BENA,PCB,601,0.002942890300213984
ITAPIRA,TONINHO BELLINI,PSD,20026,0.546874573308938
ITAPIRA,DJALMA OLIVEIRA,PL,12660,0.34572216608864254
ITAPIRA,SÔNIA RECCHIA,PT,1969,0.053769900871132474
ITAPIRA,FIRMINO,MOBILIZA,1964,0.053633359731287036
ITARARÉ,JOÃO FADEL,PP,10551,0.42414375301495416
ITARARÉ,YAGO MANELS,PSD,9215,0.37043736935198585
ITARARÉ,FERNANDO FH,PL,4833,0.1942836468885673
ITARARÉ,EDICLEI COSTA LUZ,DC,277,0.011135230744492684
CACHOEIRA PAULISTA,BRENO ANAYA,PP,6350,0.36624754873687854
CACHOEIRA PAULISTA,AURÉLIO DA FARMÁCIA,REPUBLICANOS,5146,0.29680470642519324
CACHOEIRA PAULISTA,DR AILTON,PSD,5137,0.29628561541123544
CACHOEIRA PAULISTA,PASTOR RODOLFO,DC,238,0.013727073480216864
